MN_start80 run 9
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
65	1.1346415886350418E7	0.04%	31.07%	1.5s
66	1.1343302868221143E7	0.03%	31.05%	1.5s
67	1.1339831086644657E7	0.03%	31.03%	1.5s
68	1.1337443366910739E7	0.02%	31.01%	1.5s
69	1.133380102936601E7	0.03%	30.99%	1.4s
70	1.1331363112121534E7	0.02%	30.97%	1.5s
71	1.132706497033936E7	0.04%	30.95%	1.4s
72	1.1323965527721673E7	0.03%	30.92%	1.4s
73	1.1320623056349749E7	0.03%	30.90%	1.4s
74	1.1317770214602968E7	0.03%	30.88%	1.5s
75	1.1314543276715187E7	0.03%	30.86%	1.4s
76	1.131099490956798E7	0.03%	30.83%	1.4s
77	1.130792512162001E7	0.03%	30.82%	1.4s
78	1.1306049845187534E7	0.02%	30.81%	1.5s
79	1.1301766874041574E7	0.04%	30.78%	1.4s
80	1.1299571893113993E7	0.02%	30.76%	1.5s
81	1.129636864893849E7	0.03%	30.75%	1.5s
82	1.12945986230979E7	0.02%	30.73%	1.5s
83	1.1290476910795733E7	0.04%	30.71%	1.5s
84	1.1288991331565933E7	0.01%	30.70%	1.4s
85	1.1286413422964435E7	0.02%	30.68%	1.4s
86	1.1284677541667132E7	0.02%	30.68%	1.5s
87	1.1281576236986546E7	0.03%	30.66%	1.4s
88	1.1279358989968942E7	0.02%	30.64%	1.5s
89	1.1276676771631282E7	0.02%	30.63%	1.5s
90	1.1274767912795924E7	0.02%	30.62%	1.5s
91	1.1271592452426614E7	0.03%	30.60%	1.5s
92	1.1270246349398166E7	0.01%	30.59%	1.5s
93	1.1267739578718938E7	0.02%	30.57%	1.5s
94	1.1265424750475863E7	0.02%	30.56%	1.6s
95	1.1262595695896544E7	0.03%	30.54%	1.5s
96	1.1260187755651003E7	0.02%	30.52%	1.5s
97	1.1258188898692492E7	0.02%	30.51%	1.5s
98	1.1256385955210865E7	0.02%	30.50%	1.5s
99	1.1253871523491723E7	0.02%	30.48%	1.5s
100	1.125208929522683E7	0.02%	30.47%	1.5s
101	1.1250470301377E7	0.01%	30.46%	1.5s
102	1.1248685050124498E7	0.02%	30.45%	1.5s
103	1.1246593496504938E7	0.02%	30.43%	1.5s
104	1.1244643688086253E7	0.02%	30.42%	1.5s
105	1.1243081128448585E7	0.01%	30.41%	1.5s
106	1.1241191526212065E7	0.02%	30.40%	1.5s
107	1.1240203480144223E7	0.01%	30.39%	1.5s
CPU time: 2.44min
