MN_start80 run 4
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
80	1.3623087835656991E7	0.04%	32.28%	1.3s
81	1.360763399170915E7	0.11%	32.25%	1.3s
82	1.36034358096089E7	0.03%	32.25%	1.3s
83	1.3588354556114629E7	0.11%	32.22%	1.3s
84	1.3584402676608376E7	0.03%	32.22%	1.3s
85	1.3569188186268518E7	0.11%	32.19%	1.3s
86	1.35655221777013E7	0.03%	32.19%	1.3s
87	1.3551112343081128E7	0.11%	32.17%	1.3s
88	1.3547342898202628E7	0.03%	32.16%	1.3s
89	1.3532776262633799E7	0.11%	32.13%	1.3s
90	1.3528340462555576E7	0.03%	32.12%	1.3s
91	1.3513878383674888E7	0.11%	32.09%	1.4s
92	1.3510841138980724E7	0.02%	32.08%	1.4s
93	1.3496408847291837E7	0.11%	32.06%	1.4s
94	1.3492144701356247E7	0.03%	32.06%	1.4s
95	1.348173846322574E7	0.08%	32.04%	1.4s
96	1.3470917187791502E7	0.08%	32.02%	1.5s
97	1.346370029404619E7	0.05%	31.99%	1.4s
98	1.3452589604598543E7	0.08%	31.95%	1.4s
99	1.3443180349123582E7	0.07%	31.94%	1.4s
100	1.3433287583501056E7	0.07%	31.93%	1.4s
101	1.3425294898422472E7	0.06%	31.92%	1.4s
102	1.3419849316754865E7	0.04%	31.91%	1.4s
103	1.3412399927764324E7	0.06%	31.90%	1.4s
104	1.3405010149276733E7	0.06%	31.88%	1.5s
105	1.3401319543767992E7	0.03%	31.87%	1.5s
106	1.3394229326673577E7	0.05%	31.86%	1.4s
107	1.3387127995980464E7	0.05%	31.85%	1.4s
108	1.3383717630840573E7	0.03%	31.85%	1.5s
109	1.3376875638059251E7	0.05%	31.84%	1.4s
110	1.3370845917851828E7	0.05%	31.83%	1.4s
111	1.3363722554016633E7	0.05%	31.82%	1.5s
112	1.3360937397021955E7	0.02%	31.82%	1.4s
113	1.335414388305691E7	0.05%	31.81%	1.4s
114	1.3349319136836966E7	0.04%	31.80%	1.4s
115	1.334284535524582E7	0.05%	31.79%	1.4s
116	1.3340842135385724E7	0.02%	31.79%	1.4s
117	1.333406884281554E7	0.05%	31.78%	1.4s
118	1.3330165014697041E7	0.03%	31.78%	1.4s
119	1.332626066935593E7	0.03%	31.77%	1.4s
120	1.3319564284123022E7	0.05%	31.76%	1.4s
121	1.331479839451935E7	0.04%	31.75%	1.4s
122	1.330855090325641E7	0.05%	31.74%	1.5s
123	1.3306047981807085E7	0.02%	31.73%	1.5s
124	1.3299865010626586E7	0.05%	31.73%	1.4s
125	1.329822889371567E7	0.01%	31.73%	1.4s
126	1.3292135654052055E7	0.05%	31.72%	1.5s
127	1.3290382644388987E7	0.01%	31.72%	1.4s
128	1.3284302283502938E7	0.05%	31.71%	1.4s
129	1.3283135082213633E7	0.01%	31.71%	1.4s
CPU time: 2.87min
