MN_travel run 0
T = 153
lambda_periods = 23
r_periods = 7
include travel: true
randomize false
Iteration	Objective	Obj. change	I Error	CPU time (s)	 R error
38	9935819.498443764	0.43%	46.96%	248.7s96.89%
39	9902269.72372443	0.34%	46.77%	249.8s96.88%
40	9865897.372872086	0.37%	46.75%	242.7s96.92%
41	9810739.505086998	0.56%	46.57%	247.1s97.03%
42	9780046.820407154	0.31%	46.52%	249.4s96.95%
43	9740532.892086402	0.40%	46.29%	247.0s96.90%
44	9708514.113366107	0.33%	46.12%	250.0s96.93%
45	9678806.060061561	0.31%	45.93%	247.4s96.98%
46	9644256.460970886	0.36%	45.88%	243.7s97.11%
47	9606989.631095467	0.39%	45.67%	245.5s97.06%
48	9567478.869652668	0.41%	45.62%	239.8s97.12%
49	9531385.283207724	0.38%	45.38%	243.2s97.19%
50	9498925.537221352	0.34%	45.34%	250.6s97.23%
51	9470558.192094017	0.30%	45.16%	254.1s97.21%
52	9445903.094130825	0.26%	45.11%	249.8s97.30%
53	9413438.469582725	0.34%	44.90%	253.7s97.22%
54	9386096.870302781	0.29%	44.88%	248.7s97.31%
55	9361015.785592994	0.27%	44.73%	250.9s97.29%
56	9334764.312064296	0.28%	44.71%	248.2s97.34%
57	9307373.50225665	0.29%	44.73%	255.6s97.45%
58	9266943.621372018	0.43%	44.63%	251.6s97.63%
59	9239738.285465201	0.29%	44.52%	254.7s97.58%
60	9216661.227906026	0.25%	44.42%	253.0s97.62%
61	9190783.766367475	0.28%	44.39%	254.6s97.65%
62	9165902.172501452	0.27%	44.24%	255.1s97.66%
63	9143271.466375597	0.25%	44.14%	253.7s97.71%
64	9120806.860387817	0.25%	44.05%	249.3s97.69%
65	9101503.17892194	0.21%	43.91%	253.7s97.72%
66	9084040.94103479	0.19%	43.87%	249.6s97.76%
67	9060413.20884482	0.26%	43.73%	247.1s97.75%
68	9039999.399775777	0.23%	43.67%	251.3s97.71%
69	9018032.142694078	0.24%	43.53%	249.9s97.62%
70	8997804.612627422	0.22%	43.49%	252.4s97.64%
71	8974465.83074959	0.26%	43.38%	256.9s97.58%
72	8957758.586859677	0.19%	43.36%	255.5s97.63%
73	8943594.938334417	0.16%	43.29%	253.9s97.60%
74	8926131.229827844	0.20%	43.31%	246.8s97.70%
75	8913281.079875747	0.14%	43.19%	254.4s97.55%
76	8897760.27906488	0.17%	43.14%	254.5s97.56%
77	8883888.368739678	0.16%	43.04%	259.0s97.41%
78	8868693.51942775	0.17%	42.95%	256.4s97.43%
79	8854043.353317361	0.17%	42.82%	252.4s97.29%
80	8838633.973368328	0.17%	42.76%	249.9s97.30%
81	8823337.821999727	0.17%	42.65%	251.5s97.20%
82	8808512.435737	0.17%	42.60%	254.3s97.22%
83	8795246.236943716	0.15%	42.53%	256.0s97.15%
84	8782120.927494908	0.15%	42.50%	257.0s97.11%
85	8767762.708507739	0.16%	42.47%	258.4s96.97%
86	8751911.740551425	0.18%	42.39%	253.7s96.93%
87	8740112.429739358	0.13%	42.29%	257.7s96.94%
88	8728682.512198424	0.13%	42.26%	260.1s96.86%
89	8718453.042899698	0.12%	42.22%	261.5s96.79%
90	8707811.616885297	0.12%	42.18%	259.5s96.73%
91	8697528.840766504	0.12%	42.13%	261.0s96.72%
92	8687064.249822583	0.12%	42.04%	261.3s96.71%
93	8677183.41584674	0.11%	41.99%	258.0s96.70%
94	8667152.413251897	0.12%	41.94%	260.8s96.68%
95	8656495.578286916	0.12%	41.90%	260.6s96.64%
96	8646685.239374295	0.11%	41.84%	259.9s96.63%
97	8637293.65777259	0.11%	41.80%	261.1s96.59%
98	8627019.562351715	0.12%	41.74%	264.1s96.61%
99	8617972.09028641	0.10%	41.74%	262.8s96.57%
100	8608923.202127306	0.11%	41.70%	262.3s96.58%
101	8599992.42158847	0.10%	41.66%	265.9s96.51%
102	8590851.28725626	0.11%	41.60%	262.7s96.53%
103	8582296.660455817	0.10%	41.58%	262.3s96.47%
104	8572508.794008331	0.11%	41.53%	264.8s96.53%
105	8563469.783241853	0.11%	41.50%	264.1s96.41%
106	8554374.621198025	0.11%	41.46%	264.3s96.47%
107	8546133.927066408	0.10%	41.44%	262.9s96.43%
108	8537861.469794463	0.10%	41.38%	263.5s96.42%
109	8529470.511338564	0.10%	41.37%	260.7s96.37%
110	8521318.522137735	0.10%	41.31%	258.7s96.40%
111	8512095.150834832	0.11%	41.28%	259.5s96.30%
112	8504822.439050911	0.09%	41.25%	258.3s96.33%
113	8496792.970465792	0.09%	41.25%	260.8s96.28%
114	8489969.975475924	0.08%	41.19%	268.2s96.25%
115	8482088.161297461	0.09%	41.19%	268.3s96.22%
116	8475095.603966465	0.08%	41.16%	266.8s96.19%
117	8467729.884193694	0.09%	41.16%	266.8s96.20%
118	8456387.136799116	0.13%	41.14%	269.7s96.17%
119	8447059.665328676	0.11%	41.15%	267.8s96.19%
120	8432362.121288339	0.17%	41.18%	265.6s96.16%
121	8424635.437058263	0.09%	41.12%	261.1s96.16%
122	8416323.016912121	0.10%	41.07%	265.7s96.16%
123	8396919.963426055	0.23%	41.07%	268.7s96.27%
124	8383777.654134737	0.16%	41.02%	264.8s96.09%
125	8373303.820032256	0.12%	40.98%	265.6s96.15%
126	8364014.616635416	0.11%	40.93%	265.4s96.14%
127	8353498.561681906	0.13%	40.90%	268.4s96.14%
128	8343842.359208306	0.12%	40.86%	269.6s96.15%
129	8332911.854282451	0.13%	40.85%	276.4s96.13%
130	8321952.240553968	0.13%	40.83%	268.1s96.06%
131	8312167.568172711	0.12%	40.78%	269.2s95.95%
132	8301272.244590708	0.13%	40.73%	267.0s95.99%
133	8292948.636518059	0.10%	40.72%	273.9s95.97%
134	8285015.63508613	0.10%	40.70%	272.0s95.95%
135	8276873.102466499	0.10%	40.73%	275.4s95.92%
136	8268994.032322346	0.10%	40.70%	267.8s95.91%
137	8257836.791128078	0.13%	40.67%	268.3s95.88%
138	8249981.637302345	0.10%	40.65%	269.7s95.88%
139	8240971.666976815	0.11%	40.64%	274.7s95.86%
140	8231979.824558085	0.11%	40.65%	274.4s95.83%
141	8219158.775069243	0.16%	40.62%	272.8s95.86%
142	8211550.611208037	0.09%	40.62%	268.0s95.76%
143	8203765.978922949	0.09%	40.56%	272.1s95.72%
144	8196120.664918355	0.09%	40.51%	275.3s95.74%
145	8189714.736392831	0.08%	40.47%	280.3s95.68%
146	8182976.173778626	0.08%	40.45%	279.3s95.66%
147	8176652.868640962	0.08%	40.43%	281.0s95.65%
148	8170302.728901429	0.08%	40.42%	280.6s95.65%
149	8164068.274006067	0.08%	40.40%	283.0s95.63%
150	8158051.37603566	0.07%	40.39%	281.6s95.63%
151	8152106.547399016	0.07%	40.37%	277.1s95.60%
152	8145890.61579732	0.08%	40.37%	278.3s95.61%
153	8139947.404774948	0.07%	40.36%	281.1s95.57%
154	8134372.994326576	0.07%	40.36%	279.1s95.59%
155	8128113.480902517	0.08%	40.32%	278.5s95.56%
156	8123008.074154516	0.06%	40.31%	278.1s95.58%
157	8116928.968205036	0.07%	40.31%	282.0s95.54%
158	8111650.437630941	0.07%	40.29%	283.7s95.56%
159	8106028.4103941955	0.07%	40.28%	284.7s95.52%
160	8101552.596844886	0.06%	40.27%	284.4s95.53%
161	8096702.714269657	0.06%	40.27%	280.7s95.50%
162	8092171.595291056	0.06%	40.26%	284.7s95.49%
163	8087515.585255736	0.06%	40.27%	282.1s95.47%
164	8083055.009753965	0.06%	40.25%	282.0s95.49%
165	8078604.845201469	0.06%	40.26%	281.5s95.45%
166	8069654.929344553	0.11%	40.27%	284.3s95.44%
167	8063486.716734775	0.08%	40.25%	276.6s95.41%
168	8057657.939476549	0.07%	40.24%	281.5s95.42%
169	8052048.269773187	0.07%	40.22%	277.6s95.39%
170	8047285.582470025	0.06%	40.20%	285.6s95.38%
171	8043654.077119681	0.05%	40.20%	277.4s95.38%
172	8038838.626868139	0.06%	40.18%	278.8s95.32%
173	8034344.411105557	0.06%	40.16%	273.9s95.33%
174	8026997.629512767	0.09%	40.20%	272.5s95.34%
175	8022828.201858977	0.05%	40.16%	272.2s95.35%
176	8017433.403893701	0.07%	40.15%	277.7s95.35%
177	8013157.255591572	0.05%	40.14%	277.9s95.34%
178	8008169.685104098	0.06%	40.12%	283.0s95.35%
179	8004632.554680254	0.04%	40.10%	281.3s95.33%
180	8001252.609220969	0.04%	40.08%	282.3s95.34%
181	7998028.655891424	0.04%	40.07%	288.1s95.30%
182	7995218.573739595	0.04%	40.06%	289.5s95.30%
183	7992296.918269545	0.04%	40.05%	290.9s95.27%
184	7988965.308529692	0.04%	40.04%	282.1s95.27%
185	7986319.165073373	0.03%	40.03%	284.6s95.24%
186	7983050.924329146	0.04%	40.02%	284.5s95.24%
187	7980455.053408339	0.03%	40.01%	286.3s95.22%
188	7977471.85858616	0.04%	40.01%	285.6s95.18%
189	7974971.633851755	0.03%	40.00%	284.1s95.16%
190	7972053.787431867	0.04%	39.98%	282.4s95.16%
191	7969683.850221102	0.03%	39.98%	282.1s95.13%
192	7967122.270784018	0.03%	39.97%	287.0s95.12%
193	7964430.232671357	0.03%	39.97%	281.0s95.09%
194	7961713.737597148	0.03%	39.95%	283.9s95.10%
195	7958883.818071487	0.04%	39.94%	282.8s95.08%
196	7956162.292216019	0.03%	39.93%	289.8s95.09%
197	7953772.64342878	0.03%	39.92%	287.4s95.06%
198	7950899.108532217	0.04%	39.91%	279.1s95.05%
199	7948131.720535809	0.03%	39.90%	287.2s95.03%
200	7945536.004665791	0.03%	39.89%	280.1s95.04%
201	7942949.387362298	0.03%	39.88%	283.5s95.01%
202	7940270.6821476165	0.03%	39.86%	283.9s95.02%
203	7937735.40382383	0.03%	39.86%	285.9s94.98%
204	7934800.024272853	0.04%	39.85%	288.6s95.01%
205	7931004.8299808735	0.05%	39.83%	284.6s94.98%
206	7927793.575489289	0.04%	39.81%	285.4s95.00%
207	7924999.761540275	0.04%	39.81%	285.0s94.96%
208	7922084.050034485	0.04%	39.80%	283.5s94.98%
209	7919455.543599089	0.03%	39.79%	282.9s94.94%
210	7916656.574432762	0.04%	39.78%	286.0s94.96%
211	7913558.838237612	0.04%	39.78%	287.7s94.92%
212	7910883.915779008	0.03%	39.76%	278.8s94.94%
213	7907935.265402616	0.04%	39.75%	282.5s94.88%
214	7905477.956394925	0.03%	39.72%	288.1s94.92%
215	7903267.817119235	0.03%	39.72%	287.8s94.87%
216	7901018.841019287	0.03%	39.70%	290.2s94.89%
217	7898572.186248809	0.03%	39.70%	290.0s94.84%
218	7896381.415423433	0.03%	39.68%	289.6s94.85%
219	7894385.863028331	0.03%	39.68%	292.9s94.79%
220	7892006.439108612	0.03%	39.66%	285.4s94.83%
221	7889691.4589593485	0.03%	39.66%	288.4s94.78%
222	7887559.841101941	0.03%	39.64%	290.8s94.80%
223	7884997.8017578665	0.03%	39.70%	285.7s94.74%
224	7881013.265104304	0.05%	39.71%	285.4s94.79%
225	7878637.419889032	0.03%	39.70%	282.1s94.73%
226	7875363.421273539	0.04%	39.71%	289.2s94.76%
227	7872546.6749946065	0.04%	39.70%	285.7s94.71%
228	7869904.484873321	0.03%	39.70%	290.2s94.73%
229	7867385.911063965	0.03%	39.69%	287.1s94.72%
230	7863067.974979145	0.05%	39.68%	284.0s94.75%
231	7859563.5635093795	0.04%	39.67%	284.3s94.73%
232	7856622.5745154	0.04%	39.65%	285.6s94.76%
233	7854403.883167418	0.03%	39.65%	289.1s94.70%
234	7851730.015137732	0.03%	39.64%	288.4s94.72%
235	7848280.727649027	0.04%	39.64%	287.2s94.68%
236	7842531.958275439	0.07%	39.62%	285.7s94.71%
237	7839228.764207206	0.04%	39.61%	287.3s94.68%
238	7832258.529576965	0.09%	39.58%	287.7s94.71%
239	7828955.492738019	0.04%	39.57%	283.8s94.68%
240	7825840.002875676	0.04%	39.56%	287.8s94.70%
241	7822265.618084605	0.05%	39.58%	288.8s94.65%
242	7818538.831318159	0.05%	39.53%	284.4s94.67%
243	7814598.622686997	0.05%	39.54%	281.5s94.65%
244	7809580.223854978	0.06%	39.50%	286.9s94.69%
245	7806410.986595135	0.04%	39.50%	283.2s94.64%
246	7802346.86537142	0.05%	39.52%	286.4s94.69%
247	7798458.98562293	0.05%	39.49%	284.1s94.64%
248	7795455.123954106	0.04%	39.46%	282.6s94.68%
249	7792600.115382096	0.04%	39.45%	286.9s94.62%
250	7789913.6315953275	0.03%	39.43%	287.1s94.65%
251	7786925.123927687	0.04%	39.42%	284.6s94.59%
252	7784114.109690197	0.04%	39.42%	290.2s94.64%
253	7781558.012685114	0.03%	39.41%	289.1s94.60%
254	7778893.995184042	0.03%	39.39%	285.2s94.63%
255	7776515.239854596	0.03%	39.38%	287.3s94.62%
256	7773604.295214588	0.04%	39.36%	284.1s94.66%
257	7770585.680633788	0.04%	39.36%	284.2s94.65%
258	7768042.374268678	0.03%	39.35%	282.2s94.66%
259	7765540.593601368	0.03%	39.34%	283.7s94.65%
260	7758790.250775703	0.09%	39.33%	285.4s94.69%
261	7754373.006456221	0.06%	39.29%	280.5s94.72%
262	7752139.090793208	0.03%	39.28%	290.9s94.71%
263	7749950.1801328035	0.03%	39.27%	287.9s94.70%
264	7747569.8726796005	0.03%	39.25%	284.2s94.72%
265	7745558.064004035	0.03%	39.25%	285.4s94.70%
266	7743355.573966672	0.03%	39.25%	285.7s94.72%
267	7741306.610478291	0.03%	39.24%	289.5s94.72%
268	7738581.976845272	0.04%	39.23%	285.6s94.72%
269	7736720.735798656	0.02%	39.23%	284.3s94.70%
270	7734539.78784204	0.03%	39.22%	289.6s94.73%
271	7731310.494183992	0.04%	39.23%	278.9s94.73%
272	7727436.54285521	0.05%	39.21%	285.7s94.72%
273	7723953.279907781	0.05%	39.18%	281.7s94.70%
274	7717256.264345069	0.09%	39.16%	281.8s94.72%
275	7712038.5283186175	0.07%	39.14%	275.8s94.72%
276	7708479.46596469	0.05%	39.11%	284.3s94.74%
277	7705152.4168190295	0.04%	39.10%	287.0s94.69%
278	7701748.445485208	0.04%	39.08%	282.6s94.71%
279	7697148.248317739	0.06%	39.05%	278.2s94.72%
280	7693847.375305589	0.04%	39.03%	286.8s94.71%
281	7690884.9596086405	0.04%	39.02%	287.1s94.70%
282	7687764.728287285	0.04%	39.02%	283.7s94.70%
283	7684930.816147789	0.04%	39.01%	283.4s94.67%
284	7681915.863495979	0.04%	39.01%	285.0s94.70%
285	7679171.028857989	0.04%	39.01%	280.5s94.64%
286	7673774.306379113	0.07%	39.01%	287.7s94.63%
287	7670228.031784068	0.05%	39.01%	283.8s94.58%
288	7667049.020870897	0.04%	38.99%	282.6s94.60%
