MN_start80 run 0
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
62	1.2384652421176549E7	0.16%	31.65%	1.3s
63	1.2370769934676941E7	0.11%	31.62%	1.3s
64	1.2356626599130388E7	0.11%	31.59%	1.3s
65	1.2342236994555775E7	0.12%	31.55%	1.3s
66	1.233411459981357E7	0.07%	31.53%	1.3s
67	1.2321462898210533E7	0.10%	31.50%	1.3s
68	1.230848748734239E7	0.11%	31.48%	1.3s
69	1.2288471374524718E7	0.16%	31.41%	1.4s
70	1.2277620780486418E7	0.09%	31.38%	1.4s
71	1.2270593552753465E7	0.06%	31.37%	1.3s
72	1.2257207710740991E7	0.11%	31.34%	1.3s
73	1.2240818601044293E7	0.13%	31.30%	1.3s
74	1.2230665631374635E7	0.08%	31.26%	1.3s
75	1.2219688964634487E7	0.09%	31.23%	1.3s
76	1.2212528422096211E7	0.06%	31.22%	1.3s
77	1.2200954641610818E7	0.09%	31.19%	1.4s
78	1.219398516837155E7	0.06%	31.17%	1.4s
79	1.2182433015750133E7	0.09%	31.13%	1.4s
80	1.2175567307622626E7	0.06%	31.11%	1.4s
81	1.2163778042450419E7	0.10%	31.08%	1.4s
82	1.2156723826525088E7	0.06%	31.06%	1.4s
83	1.2145570037671816E7	0.09%	31.03%	1.3s
84	1.2139890076998074E7	0.05%	31.02%	1.4s
85	1.2130501071226612E7	0.08%	31.00%	1.4s
86	1.2126577076508543E7	0.03%	30.99%	1.4s
87	1.2117078229933087E7	0.08%	30.96%	1.4s
88	1.2110401563539362E7	0.06%	30.94%	1.4s
89	1.2099437523674924E7	0.09%	30.92%	1.4s
90	1.209421674431863E7	0.04%	30.90%	1.4s
91	1.2085257336246664E7	0.07%	30.88%	1.4s
92	1.2081391081679394E7	0.03%	30.87%	1.4s
93	1.2072818410194593E7	0.07%	30.85%	1.4s
94	1.2067253372385133E7	0.05%	30.84%	1.4s
95	1.2059027761569513E7	0.07%	30.82%	1.3s
96	1.2056011820449745E7	0.03%	30.82%	1.3s
97	1.204657634617773E7	0.08%	30.80%	1.3s
98	1.2040003305876885E7	0.05%	30.78%	1.3s
99	1.2031486308949022E7	0.07%	30.76%	1.3s
100	1.2029051801767068E7	0.02%	30.76%	1.3s
101	1.2020159042108476E7	0.07%	30.74%	1.3s
102	1.2014513550507508E7	0.05%	30.73%	1.3s
103	1.200939296779602E7	0.04%	30.72%	1.3s
104	1.200042889883207E7	0.07%	30.70%	1.3s
105	1.1997867676880945E7	0.02%	30.70%	1.3s
106	1.1989494608067844E7	0.07%	30.68%	1.4s
107	1.1985710095024304E7	0.03%	30.67%	1.3s
108	1.1977376044776084E7	0.07%	30.65%	1.3s
109	1.1974347327305384E7	0.03%	30.64%	1.3s
110	1.1966131790560924E7	0.07%	30.62%	1.3s
111	1.1962372054266596E7	0.03%	30.62%	1.3s
112	1.1954044484089362E7	0.07%	30.60%	1.3s
113	1.1951940886167826E7	0.02%	30.59%	1.3s
114	1.1943583083254308E7	0.07%	30.57%	1.3s
115	1.1940377170250596E7	0.03%	30.57%	1.3s
116	1.1932449700075718E7	0.07%	30.55%	1.3s
117	1.1930734998895664E7	0.01%	30.55%	1.3s
118	1.1922189174929813E7	0.07%	30.53%	1.3s
119	1.191901506261596E7	0.03%	30.52%	1.3s
120	1.191122640813802E7	0.07%	30.51%	1.3s
121	1.1909514995652981E7	0.01%	30.50%	1.3s
122	1.190195525966139E7	0.06%	30.49%	1.3s
123	1.1899709544896964E7	0.02%	30.48%	1.3s
124	1.1892086662815887E7	0.06%	30.47%	1.3s
125	1.1890635699698085E7	0.01%	30.47%	1.3s
126	1.1883301489684882E7	0.06%	30.45%	1.3s
127	1.1880906599745622E7	0.02%	30.45%	1.3s
128	1.1873617922211174E7	0.06%	30.44%	1.3s
129	1.1872257503463369E7	0.01%	30.43%	1.3s
130	1.1864528181033619E7	0.07%	30.42%	1.3s
131	1.1860219352413163E7	0.04%	30.41%	1.3s
132	1.1855880186525395E7	0.04%	30.40%	1.3s
133	1.1851749768769743E7	0.03%	30.40%	1.3s
134	1.184752496238794E7	0.04%	30.39%	1.3s
135	1.1842810719819374E7	0.04%	30.38%	1.3s
136	1.1838522971066767E7	0.04%	30.37%	1.3s
137	1.1834499465294883E7	0.03%	30.36%	1.3s
138	1.1830397135629384E7	0.03%	30.36%	1.3s
139	1.1826142473631874E7	0.04%	30.35%	1.3s
140	1.1821660066174172E7	0.04%	30.34%	1.3s
141	1.1817562017778693E7	0.03%	30.33%	1.3s
142	1.1813684953395149E7	0.03%	30.32%	1.3s
143	1.180927562658822E7	0.04%	30.31%	1.3s
144	1.180537257027993E7	0.03%	30.31%	1.3s
145	1.1802774420892878E7	0.02%	30.30%	1.3s
146	1.1795436736511169E7	0.06%	30.29%	1.3s
147	1.179296309044376E7	0.02%	30.29%	1.3s
148	1.1789134245936599E7	0.03%	30.28%	1.3s
149	1.1785097769861637E7	0.03%	30.27%	1.4s
150	1.178101059796242E7	0.03%	30.26%	1.3s
151	1.1778513091509884E7	0.02%	30.26%	1.3s
152	1.17713527719642E7	0.06%	30.25%	1.3s
153	1.1768910490692124E7	0.02%	30.24%	1.3s
154	1.176510883791579E7	0.03%	30.24%	1.3s
155	1.176115046951226E7	0.03%	30.23%	1.3s
156	1.1758516538345294E7	0.02%	30.22%	1.4s
157	1.1754523184183324E7	0.03%	30.21%	1.3s
158	1.17500987468414E7	0.04%	30.20%	1.3s
159	1.1746358934390608E7	0.03%	30.20%	1.3s
160	1.1743980737265237E7	0.02%	30.19%	1.3s
161	1.1739724719103143E7	0.04%	30.18%	1.3s
162	1.1735834434319023E7	0.03%	30.18%	1.4s
163	1.1733442390364286E7	0.02%	30.17%	1.3s
164	1.1729126158899235E7	0.04%	30.16%	1.3s
165	1.1724892342017135E7	0.04%	30.15%	1.4s
166	1.172281257731163E7	0.02%	30.15%	1.3s
167	1.1719120466834474E7	0.03%	30.14%	1.3s
168	1.1715048462443266E7	0.03%	30.13%	1.3s
169	1.1712487692568056E7	0.02%	30.12%	1.3s
170	1.1708831815453313E7	0.03%	30.12%	1.3s
171	1.1706640939963E7	0.02%	30.11%	1.3s
172	1.1702645975805245E7	0.03%	30.11%	1.3s
173	1.1698723484125115E7	0.03%	30.10%	1.4s
174	1.1697349134102523E7	0.01%	30.10%	1.4s
175	1.1690533409903254E7	0.06%	30.09%	1.4s
176	1.168935416804412E7	0.01%	30.08%	1.4s
177	1.1685901742294766E7	0.03%	30.08%	1.4s
178	1.16819270347748E7	0.03%	30.07%	1.4s
179	1.1678870624804923E7	0.03%	30.06%	1.3s
180	1.1675304752621375E7	0.03%	30.05%	1.4s
181	1.1672949922469337E7	0.02%	30.05%	1.5s
182	1.1669115056556756E7	0.03%	30.04%	1.4s
183	1.1667013262141742E7	0.02%	30.04%	1.3s
184	1.1662986979841502E7	0.03%	30.03%	1.3s
185	1.166099175887739E7	0.02%	30.02%	1.3s
186	1.1657687615065001E7	0.03%	30.02%	1.3s
187	1.165580098391516E7	0.02%	30.02%	1.3s
188	1.1652469341202354E7	0.03%	30.01%	1.3s
189	1.165122649070102E7	0.01%	30.01%	1.3s
190	1.1647413859948045E7	0.03%	30.00%	1.3s
191	1.1641140325015811E7	0.05%	29.99%	1.3s
192	1.1640649300417485E7	0.00%	30.00%	1.3s
CPU time: 4.14min
