MN_start80 run 1
T = 153
lambda_periods = 12
r_periods = 7
include travel: false
randomize true
Iteration	Objective	Obj. change	Error	CPU time (s)
173	1.4126223602984378E7	0.05%	31.12%	1.5s
174	1.4122194106994681E7	0.03%	31.12%	1.5s
175	1.411517995878001E7	0.05%	31.11%	1.5s
176	1.411268578639828E7	0.02%	31.11%	1.6s
177	1.410584033639784E7	0.05%	31.10%	1.5s
178	1.4101966593703404E7	0.03%	31.10%	1.4s
179	1.409493873919816E7	0.05%	31.09%	1.4s
180	1.409106401371497E7	0.03%	31.08%	1.5s
181	1.4084114384566415E7	0.05%	31.07%	1.5s
182	1.4081092416496143E7	0.02%	31.06%	1.5s
183	1.4073839703613749E7	0.05%	31.05%	1.6s
184	1.407000655906096E7	0.03%	31.04%	1.5s
185	1.4063244397162108E7	0.05%	31.04%	1.5s
186	1.4061526791257422E7	0.01%	31.04%	1.6s
187	1.4049049236096876E7	0.09%	31.02%	2.1s
188	1.4047874942002663E7	0.01%	31.02%	2.1s
CPU time: 4.42min
